company_code,short_name,country,isin_code,sector_group,sector,share_currency,reference_currency
1,A2A,Italy,IT0001233417,utilities,diversified utilities,EUR,EUR
2,ABB,Switzerland,CH0012221716,industrial,power nuclear and heavy engineering,CHF,CHF
4,ABI,Belgium,BE0974293251,consumer,beverage manufacturers,EUR,EUR
5,Credit Agricole,France,FR0000045072,services,banking,EUR,EUR
6,ACS,Spain,ES0167050915,construction,infrastructure construction and services,EUR,EUR
7,Adecco,Switzerland,CH0012138605,services,HR and recruitment,CHF,CHF
8,Admiral,UK,GB00B02J6398,services,insurance — general,GBP,GBP
9,Ahold Delhaize,Netherlands,NL0011794037,consumer,diversified wholesale and retail,EUR,EUR
10,Akzo Nobel,Netherlands,NL0000009132,chemicals,paints and coatings,EUR,EUR
11,Alfa Laval,Sweden,SE0000695876,industrial,industrial equipment and light machinery,SEK,SEK
12,Autoliv,USA,US0528001094,vehicles,auto parts and components,USD,USD
13,Allianz,Germany,DE0008404005,services,insurance — general,EUR,EUR
14,Carlyle Group,USA,US14309L1026,services,financial services,USD,USD
15,Acciona,Spain,ES0125220311,construction,infrastructure construction and services,EUR,EUR
17,Atlantia,Italy,IT0003506190,transport,roads tolls and traffic management,EUR,EUR
18,Antevenio,Spain,ES0109429037,media publishing,advertising — marketing — media — e—commerce,EUR,EUR
19,Astrazeneca,UK,GB0009895292,healthcare,pharmaceuticals and biosciences,GBP,GBP
20,Babcock,UK,GB0009697037,services,engineering and technical services,GBP,GBP
21,Baloise,Switzerland,CH0012410517,services,insurance — general,CHF,CHF
22,BASF,Germany,DE000BASF111,chemicals,chemicals and petrochemicals,EUR,EUR
23,BAT,UK,GB0002875804,consumer,tobacco,GBP,GBP
24,Bayer,Germany,DE000BAY0017,healthcare,pharmaceuticals and biosciences,EUR,EUR
25,BBVA,Spain,ES0113211835,services,banking,EUR,EUR
26,BCP,Portugal,PTBCP0AM0007,services,banking,EUR,EUR
27,Befimmo,Belgium,BE0003678894,real estate,office commercial and industrial real estate,EUR,EUR
28,Proximus,Belgium,BE0003810273,telecommunications,diversified telecommunications,EUR,EUR
29,ENEL,Italy,IT0003128367,utilities,diversified utilities,EUR,EUR
30,Beazley,UK,JE00B64G9089,services,insurance — general,GBP,GBP
31,Berkeley Group,UK,GB00B02L3W35,real estate,residential real estate,GBP,GBP
32,Bloomsbury,UK,GB0033147751,media publishing,publishing and printing,GBP,GBP
33,British Land,UK,GB0001367019,real estate,office commercial and industrial real estate,GBP,GBP
34,BMW,Germany,DE0005190003,vehicles,car truck and bus manufacturers,EUR,EUR
35,BNP,France,FR0000131104,services,banking,EUR,EUR
36,Boskalis,Netherlands,NL0000852580,industrial,marine salvage dredging offshore services,EUR,EUR
37,BP,UK,GB0007980591,primary production,oil and gas,GBP,GBP
38,3i Infrastrct,UK,JE00BF5FX167,construction,infrastructure construction and services,GBP,GBP
39,BT,UK,GB0030913577,telecommunications,diversified telecommunications,GBP,GBP
40,Caixabank,Spain,ES0140609019,services,banking,EUR,EUR
41,CEZ AS,Czech Republic,CZ0005112300,utilities,electricity distribution and generation,CZK,CZK
42,Domino Pizza AU,Australia,AU000000DMP0,consumer,restaurants,AUD,AUD
43,Carillion,UK,GB0007365546,construction,construction — industrial and diversified,GBP,GBP
44,Centrica,UK,GB00B033F229,utilities,diversified utilities,GBP,GBP
45,Cofinimmo,Belgium,BE0003593044,real estate,diversified real estate,EUR,EUR
46,Soul Pattinson,Australia,AU000000SOL3,conglomerates,diversified conglomerates,AUD,AUD
47,CRH,Ireland,IE0001827041,industrial,building and construction materials,EUR,EUR
48,Credit Suisse N,Switzerland,CH0012138530,services,banking,CHF,CHF
49,Metsa Board B,Finland,FI0009000665,industrial,paper products (not packaging),EUR,EUR
50,Daimler,Germany,DE0007100000,vehicles,car truck and bus manufacturers,EUR,EUR
51,Vinci,France,FR0000125486,construction,construction — industrial and diversified,EUR,EUR
52,Diageo,UK,GB0002374006,consumer,beverage manufacturers,GBP,GBP
53,Delta Lloyd old,Special Spare,dead ISIN 53,services,insurance — general,EUR,EUR
54,Deutsche Post,Germany,DE0005552004,transport,transport logistics and distribution,EUR,EUR
55,Drax,UK,GB00B1VNSX38,utilities,electricity distribution and generation,GBP,GBP
56,Deut Telekom,Germany,DE0005557508,telecommunications,diversified telecommunications,EUR,EUR
57,EDF,France,FR0010242511,utilities,electricity distribution and generation,EUR,EUR
58,Endesa,Spain,ES0130670112,utilities,diversified utilities,EUR,EUR
59,Elisa,Finland,FI0009007884,telecommunications,diversified telecommunications,EUR,EUR
60,MAN,UK,GB00B83VD954,services,financial services,GBP,GBP
61,Enagas,Spain,ES0130960018,industrial,pipelines and energy storage,EUR,EUR
62,Reece Ltd,Australia,AU000000REH4,industrial,building and construction materials,AUD,AUD
63,Eni,Italy,IT0003132476,primary production,oil and gas,EUR,EUR
64,E.ON,Germany,DE000ENAG999,utilities,diversified utilities,EUR,EUR
65,Ericsson,Sweden,SE0000108656,IT,internet and networking services,SEK,SEK
66,Fomento CC,Spain,ES0122060314,construction,construction — industrial and diversified,EUR,EUR
67,Covivio,France,FR0000064578,real estate,office commercial and industrial real estate,EUR,EUR
68,Finmeccanica,Italy,IT0003856405,industrial,aerospace,EUR,EUR
69,Total old,Special Spare,dead ISIN 69,primary production,oil and gas,EUR,EUR
70,Valeo,France,FR0013176526,vehicles,auto parts and components,EUR,EUR
71,Fortum,Finland,FI0009007132,utilities,electricity distribution and generation,EUR,EUR
72,Naturgy Energy,Spain,ES0116870314,utilities,gas and water utilities,EUR,EUR
73,Geberit,Switzerland,CH0030170408,industrial,building and construction materials,CHF,CHF
75,Soc Generale,France,FR0000130809,services,banking,EUR,EUR
76,GlaxoSmithKline,UK,GB0009252882,healthcare,pharmaceuticals and biosciences,GBP,GBP
77,Engie,France,FR0010208488,utilities,diversified utilities,EUR,EUR
78,H&M,Sweden,SE0000106270,consumer,clothing and shoe manufacturers,SEK,SEK
79,Hammerson,UK,GB0004065016,real estate,diversified real estate,GBP,GBP
80,Hannover Rueck,Germany,DE0008402215,services,reinsurance,EUR,EUR
81,HSBC,UK,GB0005405286,services,banking,GBP,GBP
82,Hansteen,UK,GB00B0PPFY88,real estate,office commercial and industrial real estate,GBP,GBP
83,Hiscox,UK,BMG4593F1389,services,insurance — general,GBP,GBP
84,Iberdrola,Spain,ES0144580Y14,utilities,diversified utilities,EUR,EUR
85,Icade,France,FR0000035081,real estate,office commercial and industrial real estate,EUR,EUR
86,Intermediate Cp,UK,GB00BYY5B507,services,financial services,GBP,GBP
87,Imperial Brands,UK,GB0004544929,consumer,tobacco,GBP,GBP
88,ING Groep,Netherlands,NL0011821202,services,banking,EUR,EUR
89,Intesa Sanpaolo,Italy,IT0000072618,services,banking,EUR,EUR
90,Kier,UK,GB0004915632,construction,construction — industrial and diversified,GBP,GBP
91,KPN,Netherlands,NL0000009082,telecommunications,diversified telecommunications,EUR,EUR
92,Land Securities,UK,GB0031809436,real estate,office commercial and industrial real estate,GBP,GBP
93,Westgold Res,Australia,AU000000WGX6,primary production,metals and minerals mining and exploration,AUD,AUD
94,Legal & General,UK,GB0005603997,services,insurance — life and health,GBP,GBP
95,Solocal,France,FR0012938884,media publishing,advertising — marketing — media — e—commerce,EUR,EUR
96,Lancashire,UK,BMG5361W1047,services,insurance — general,GBP,GBP
97,Mapfre,Spain,ES0124244E34,services,insurance — general,EUR,EUR
98,Link Admin,Australia,AU000000LNK2,services,business services,AUD,AUD
99,Metso,Finland,FI0009007835,industrial,power nuclear and heavy engineering,EUR,EUR
100,Morgan Adv Mats,UK,GB0006027295,technology,research and specialist materials,GBP,GBP
101,Mowi,Norway,NO0003054108,primary production,agribusiness agriculture and fishing,NOK,NOK
102,Lagardere SCA,France,FR0000130213,media publishing,publishing and printing,EUR,EUR
103,Metropole TV,France,FR0000053225,consumer,entertainment and broadcasting,EUR,EUR
104,Mediaset,Italy,IT0001063210,consumer,entertainment and broadcasting,EUR,EUR
105,ArcelorMittal,Luxembourg,LU0323134006,primary production,steel production and products,EUR,EUR
106,Mun Re,Germany,DE0008430026,services,reinsurance,EUR,EUR
107,National Grid,UK,GB00B08SNH34,utilities,diversified utilities,GBP,GBP
108,Nokia old,Special Spare,dead ISIN 108,IT,internet and networking services,EUR,EUR
109,Novartis,Switzerland,CH0012005267,healthcare,pharmaceuticals and biosciences,CHF,CHF
110,Nokian Tyres,Finland,FI0009005318,vehicles,tire manufacturers,EUR,EUR
111,Orange,France,FR0000133308,telecommunications,diversified telecommunications,EUR,EUR
112,Orkla,Norway,NO0003733800,consumer,household consumables manufacturers,NOK,NOK
113,Orion Oyj,Finland,FI0009014377,healthcare,pharmaceuticals and biosciences,EUR,EUR
114,Provident Fin,UK,GB00B1Z4ST84,services,financial services,GBP,GBP
115,Philips,Netherlands,NL0000009538,electrical electronic,electrical equipment,EUR,EUR
116,PostNL,Netherlands,NL0009739416,transport,transport logistics and distribution,EUR,EUR
117,Prosiebensat,Germany,DE000PSM7770,consumer,entertainment and broadcasting,EUR,EUR
118,Pearson,UK,GB0006776081,media publishing,publishing and printing,GBP,GBP
119,Portug Telecom,Portugal,PTPTC0AM0009,telecommunications,diversified telecommunications,EUR,EUR
120,Prudential,UK,GB0007099541,services,insurance — life and health,GBP,GBP
121,Ratos,Sweden,SE0000111940,industrial,diversified industrial,SEK,SEK
122,Reckitt Ben old,Special Spare,dead ISIN 122,consumer,household consumables manufacturers,GBP,GBP
123,Carindale Prop,Australia,AU000000CDP1,real estate,retail and malls real estate,AUD,AUD
124,Relx,UK,GB00B2B0DG97,media publishing,publishing and printing,GBP,GBP
125,Event Hosp,Australia,AU000000EVT1,consumer,hotels travel gambling and leisure,AUD,AUD
126,Renault,France,FR0000131906,vehicles,car truck and bus manufacturers,EUR,EUR
127,Roche,Switzerland,CH0012032048,healthcare,pharmaceuticals and biosciences,CHF,CHF
128,Rolls,UK,GB00B63H8491,industrial,engines and heavy machinery,GBP,GBP
129,RSA Insurance,UK,GB00BKKMKR23,services,insurance — general,GBP,GBP
130,RWE,Germany,DE0007037129,utilities,diversified utilities,EUR,EUR
131,Sanoma,Finland,FI0009007694,media publishing,publishing and printing,EUR,EUR
132,Banco Santander,Spain,ES0113900J37,services,banking,EUR,EUR
133,Sanofi,France,FR0000120578,healthcare,pharmaceuticals and biosciences,EUR,EUR
134,Sandvik,Sweden,SE0000667891,industrial,industrial equipment and light machinery,SEK,SEK
135,Swisscom,Switzerland,CH0008742519,telecommunications,diversified telecommunications,CHF,CHF
136,SCOR,France,FR0010411983,services,reinsurance,EUR,EUR
137,Vivo Energy,UK,GB00BDGT2M75,industrial,petroleum refiners and distributors,GBP,USD
138,Warpaint,UK,GB00BYMF3676,consumer,cosmetics jewellery and luxury products,GBP,GBP
139,Segro(REIT),UK,GB00B5ZN1N88,real estate,office commercial and industrial real estate,GBP,GBP
140,WiseTech Global,Australia,AU000000WTC3,IT,software providers,AUD,AUD
141,SKF,Sweden,SE0000108227,industrial,industrial components,SEK,SEK
142,Standard Life,UK,GB00BVFD7Q58,services,financial services,GBP,GBP
143,Smith (DS),UK,GB0008220112,industrial,packaging,GBP,GBP
144,SNAM,Italy,IT0003153415,industrial,pipelines and energy storage,EUR,EUR
145,SSE,UK,GB0007908733,utilities,diversified utilities,GBP,GBP
146,Equinor,Norway,NO0010096985,primary production,oil and gas,NOK,NOK
147,Stobart,UK,GB00B03HDJ73,transport,transport logistics and distribution,GBP,GBP
148,Schneider,France,FR0000121972,electrical electronic,electrical equipment,EUR,EUR
149,Swedbank,Sweden,SE0000242455,services,banking,SEK,SEK
150,Tate & Lyle,UK,GB0008754136,consumer,food manufacturers,GBP,GBP
151,Telefonica,Spain,ES0178430E18,telecommunications,diversified telecommunications,EUR,EUR
152,Telenor,Norway,NO0010063308,telecommunications,diversified telecommunications,NOK,NOK
153,Telecom Italia,Italy,IT0003497168,telecommunications,diversified telecommunications,EUR,EUR
154,Telekom Austria,Austria,AT0000720008,telecommunications,diversified telecommunications,EUR,EUR
155,Telia,Sweden,SE0000667925,telecommunications,diversified telecommunications,SEK,SEK
156,Peugeot,France,FR0000121501,vehicles,car truck and bus manufacturers,EUR,EUR
158,Unilever,Netherlands,NL0000009355,consumer,household consumables manufacturers,EUR,EUR
159,United Uts,UK,GB00B39J2M42,utilities,gas and water utilities,GBP,GBP
160,Veolia,France,FR0000124141,industrial,waste and water management,EUR,EUR
161,Vesuvius,UK,GB00B82YXW83,primary production,steel production and products,GBP,GBP
162,Vivendi,France,FR0000127771,consumer,entertainment and broadcasting,EUR,EUR
163,Reliance WW,Australia,AU000000RWC7,industrial,building and construction materials,AUD,AUD
164,Viva Energy,Australia,AU000000VVR9,industrial,petroleum refiners and distributors,AUD,AUD
165,Weir,UK,GB0009465807,industrial,power nuclear and heavy engineering,GBP,GBP
166,John Wood Gp,UK,GB00B5N0P849,services,engineering and technical services,GBP,GBP
167,Wolters Kluwer,Netherlands,NL0000395903,media publishing,publishing and printing,EUR,EUR
168,Zurich Ins,Switzerland,CH0011075394,services,insurance — general,CHF,CHF
169,AU Optronics,Taiwan,TW0002409000,electrical electronic,electronic finished products,TWD,TWD
170,Acer,Taiwan,TW0002353000,IT,computers phones and devices,TWD,TWD
171,AdvASE Technology,Taiwan,TW0003711008,electrical electronic,electronic components,TWD,TWD
172,Asia Cement,Taiwan,TW0001102002,primary production,cement and concrete,TWD,TWD
173,Asustek,Taiwan,TW0002357001,IT,computers phones and devices,TWD,TWD
174,CTBC Financial,Taiwan,TW0002891009,services,banking,TWD,TWD
175,Catcher Tech,Taiwan,TW0002474004,industrial,fabricated metal and composite products,TWD,TWD
176,Cathay Fin,Taiwan,TW0002882008,services,banking,TWD,TWD
177,Chang Hwa Bank,Taiwan,TW0002801008,services,banking,TWD,TWD
178,Cheng Shin,Taiwan,TW0002105004,vehicles,tire manufacturers,TWD,TWD
179,China Dev Fin,Taiwan,TW0002883006,services,banking,TWD,TWD
180,China Steel,Taiwan,TW0002002003,primary production,steel production and products,TWD,TWD
181,Chunghwa Tele,Taiwan,TW0002412004,telecommunications,diversified telecommunications,TWD,TWD
182,Compal Electron,Taiwan,TW0002324001,IT,computers phones and devices,TWD,TWD
183,Delta Electron,Taiwan,TW0002308004,electrical electronic,electrical equipment,TWD,TWD
184,E.Sun Financial,Taiwan,TW0002884004,services,banking,TWD,TWD
185,Far EasTone,Taiwan,TW0004904008,telecommunications,diversified telecommunications,TWD,TWD
186,Far Eastern New,Taiwan,TW0001402006,consumer,textiles,TWD,TWD
187,First Financial,Taiwan,TW0002892007,services,banking,TWD,TWD
188,Formosa Chem,Taiwan,TW0001326007,chemicals,chemicals and petrochemicals,TWD,TWD
189,Formosa Petro,Taiwan,TW0006505001,industrial,petroleum refiners and distributors,TWD,TWD
190,Formosa Plas,Taiwan,TW0001301000,industrial,rubber and plastics,TWD,TWD
191,Foxconn,Taiwan,TW0002354008,IT,computers phones and devices,TWD,TWD
192,Fubon,Taiwan,TW0002881000,services,financial services,TWD,TWD
193,HTC,Taiwan,TW0002498003,IT,computers phones and devices,TWD,TWD
194,Hon Hai Precis,Taiwan,TW0002317005,electrical electronic,electronic components,TWD,TWD
195,Hotai Motor,Taiwan,TW0002207008,vehicles,vehicle sales and repair,TWD,TWD
196,Hua Nan,Taiwan,TW0002880002,services,banking,TWD,TWD
197,Innolux,Taiwan,TW0003481008,electrical electronic,electronic components,TWD,TWD
198,Largan Precis,Taiwan,TW0003008009,electrical electronic,electronic components,TWD,TWD
199,Lite,Taiwan,TW0002301009,electrical electronic,electronic finished products,TWD,TWD
200,Nanya Tech,Taiwan,TW0002408002,electrical electronic,electronic components,TWD,TWD
201,MediaTek,Taiwan,TW0002454006,electrical electronic,electronic components,TWD,TWD
202,Mega Financial,Taiwan,TW0002886009,services,banking,TWD,TWD
203,Nan Ya Plastics,Taiwan,TW0001303006,industrial,rubber and plastics,TWD,TWD
204,Pegatron,Taiwan,TW0004938006,IT,computers phones and devices,TWD,TWD
205,President Chain,Taiwan,TW0002912003,consumer,diversified wholesale and retail,TWD,TWD
206,Quanta Computer,Taiwan,TW0002382009,IT,computers phones and devices,TWD,TWD
207,Siliconware,Taiwan,TW0002325008,electrical electronic,electronic components,TWD,TWD
208,SinoPac Fin,Taiwan,TW0002890001,services,banking,TWD,TWD
209,TPK,Taiwan,KYG898431096,electrical electronic,electronic components,TWD,TWD
210,Taiwan Cement,Taiwan,TW0001101004,primary production,cement and concrete,TWD,TWD
211,Taiwan Coop,Taiwan,TW0005880009,services,banking,TWD,TWD
212,Taiwan Fertil,Taiwan,TW0001722007,chemicals,agricultural chemicals and fertilisers,TWD,TWD
213,Taiwan Mobile,Taiwan,TW0003045001,telecommunications,diversified telecommunications,TWD,TWD
214,Taiwan Semicond,Taiwan,TW0002330008,electrical electronic,electronic components,TWD,TWD
215,UniPresident TW,Taiwan,TW0001216000,consumer,food manufacturers,TWD,TWD
216,United Micro,Taiwan,TW0002303005,electrical electronic,electronic components,TWD,TWD
217,Yuanta Fin,Taiwan,TW0002885001,services,banking,TWD,TWD
218,Yulon Motor,Taiwan,TW0002201001,vehicles,car truck and bus manufacturers,TWD,TWD
219,Samsung Ele old,Special Spare,dead ISIN 219,electrical electronic,electronic finished products,KRW,KRW
220,Hyundai Motor,Korea,KR7005380001,vehicles,car truck and bus manufacturers,KRW,KRW
221,Posco,Korea,KR7005490008,primary production,steel production and products,KRW,KRW
222,Hyundai Mobis,Korea,KR7012330007,vehicles,auto parts and components,KRW,KRW
223,Kia Motors,Korea,KR7000270009,vehicles,car truck and bus manufacturers,KRW,KRW
224,Samsung Life,Korea,KR7032830002,services,insurance — life and health,KRW,KRW
225,SK Hynix,Korea,KR7000660001,electrical electronic,electronic components,KRW,KRW
226,Shinhan Fin,Korea,KR7055550008,services,banking,KRW,KRW
227,Korea Electric,Korea,KR7015760002,utilities,electricity distribution and generation,KRW,KRW
228,LG Chem,Korea,KR7051910008,chemicals,chemicals and petrochemicals,KRW,KRW
229,SK Telecom,Korea,KR7017670001,telecommunications,diversified telecommunications,KRW,KRW
230,Hyundai Heavy,Korea,KR7009540006,industrial,shipbuilding,KRW,KRW
231,Naver,Korea,KR7035420009,IT,internet and networking services,KRW,KRW
232,KB Financial,Korea,KR7105560007,services,financial services,KRW,KRW
233,SK Innovation,Korea,KR7096770003,industrial,petroleum refiners and distributors,KRW,KRW
234,LG Electronics,Korea,KR7066570003,consumer,household appliances and hardware,KRW,KRW
235,Samsung F&M Ins,Korea,KR7000810002,services,insurance — general,KRW,KRW
236,LG Corp,Korea,KR7003550001,conglomerates,diversified conglomerates,KRW,KRW
237,Lotte Shopping,Korea,KR7023530009,consumer,diversified wholesale and retail,KRW,KRW
238,LG Display,Korea,KR7034220004,electrical electronic,electronic components,KRW,KRW
239,KT&G,Korea,KR7033780008,consumer,tobacco,KRW,KRW
240,Hana Financial,Korea,KR7086790003,services,banking,KRW,KRW
241,KT,Korea,KR7030200000,telecommunications,diversified telecommunications,KRW,KRW
242,Hyundai Steel,Korea,KR7004020004,primary production,steel production and products,KRW,KRW
243,Samsung Heavy,Korea,KR7010140002,industrial,shipbuilding,KRW,KRW
244,S,Korea,KR7010950004,industrial,petroleum refiners and distributors,KRW,KRW
245,Pro Medicus,Australia,AU000000PME8,IT,software providers,AUD,AUD
246,Banpu Power,Thailand,TH7462010003,utilities,electricity distribution and generation,THB,THB
247,LG Household,Korea,KR7051900009,consumer,household consumables manufacturers,KRW,KRW
248,Samsung SDI,Korea,KR7006400006,electrical electronic,electronic components,KRW,KRW
249,Hyundai Glovis,Korea,KR7086280005,transport,transport logistics and distribution,KRW,KRW
250,Ind Bank Korea,Korea,KR7024110009,services,banking,KRW,KRW
251,Hyundai Engine,Korea,KR7000720003,industrial,power nuclear and heavy engineering,KRW,KRW
252,Blue Sky,Australia,AU000000BLA8,services,financial services,AUD,AUD
253,Lotte Chemical,Korea,KR7011170008,chemicals,chemicals and petrochemicals,KRW,KRW
254,Samsung Ele,Korea,KR7009150004,electrical electronic,electronic components,KRW,KRW
255,Korea Zinc,Korea,KR7010130003,primary production,non—ferrous metals production and products,KRW,KRW
256,Daewoo Ship,Korea,KR7042660001,industrial,shipbuilding,KRW,KRW
257,LG Uplus,Korea,KR7032640005,telecommunications,diversified telecommunications,KRW,KRW
258,Kangwon Land,Korea,KR7035250000,consumer,hotels travel gambling and leisure,KRW,KRW
259,E,Korea,KR7139480008,consumer,supermarkets,KRW,KRW
260,Pilbara Min,Australia,AU000000PLS0,primary production,metals and minerals mining and exploration,AUD,AUD
261,Orion Corp,Korea,KR7001800002,consumer,food manufacturers,KRW,KRW
262,Amorepac Cor,Korea,KR7090430000,consumer,cosmetics jewellery and luxury products,KRW,KRW
263,Zimplats Hldg,Australia,GB0061284906,primary production,metals and minerals mining and exploration,AUD,AUD
264,GS Hldgs,Korea,KR7078930005,conglomerates,diversified conglomerates,KRW,KRW
265,Samsung C&T,Korea,KR7028260008,chemicals,chemicals and petrochemicals,KRW,KRW
266,Doosan Heavy,Korea,KR7034020008,industrial,power nuclear and heavy engineering,KRW,KRW
267,Coway,Korea,KR7021240007,consumer,household appliances and hardware,KRW,KRW
268,Korea Gas,Korea,KR7036460004,utilities,gas and water utilities,KRW,KRW
269,KCC,Korea,KR7002380004,chemicals,chemicals and petrochemicals,KRW,KRW
270,Samsung Card,Korea,KR7029780004,services,financial services,KRW,KRW
271,Hyundai Wia,Korea,KR7011210002,vehicles,auto parts and components,KRW,KRW
272,Posco Intl Corp,Korea,KR7047050000,conglomerates,diversified conglomerates,KRW,KRW
273,Hanon Systems,Korea,KR7018880005,vehicles,auto parts and components,KRW,KRW
274,OCI,Korea,KR7010060002,chemicals,chemicals and petrochemicals,KRW,KRW
275,Ncsoft,Korea,KR7036570000,consumer,entertainment and broadcasting,KRW,KRW
276,Hanwha Aero,Korea,KR7012450003,industrial,aerospace,KRW,KRW
277,Hyundai Dept,Korea,KR7069960003,consumer,diversified wholesale and retail,KRW,KRW
278,Samsung Secs,Korea,KR7016360000,services,financial services,KRW,KRW
279,Hyundai MMarine,Korea,KR7011200003,transport,shipping,KRW,KRW
280,AMA Group,Australia,AU000000AMA8,vehicles,auto parts and components,AUD,AUD
281,CJ Cheiljedang,Korea,KR7097950000,consumer,food manufacturers,KRW,KRW
282,Collins Foods,Australia,AU000000CKF7,consumer,restaurants,AUD,AUD
283,Samsung Engine,Korea,KR7028050003,industrial,power nuclear and heavy engineering,KRW,KRW
284,Mirae Asset,Korea,KR7006800007,services,financial services,KRW,KRW
285,CJ,Korea,KR7001040005,conglomerates,diversified conglomerates,KRW,KRW
286,Amorepac Gp,Korea,KR7002790004,consumer,cosmetics jewellery and luxury products,KRW,KRW
287,Daewoo Engine,Korea,KR7047040001,construction,construction — industrial and diversified,KRW,KRW
288,Daelim,Korea,KR7000210005,construction,construction — industrial and diversified,KRW,KRW
289,Doosan,Korea,KR7000150003,conglomerates,diversified conglomerates,KRW,KRW
290,BNK Financial,Korea,KR7138930003,services,banking,KRW,KRW
291,Kumho Petrochem,Korea,KR7011780004,chemicals,chemicals and petrochemicals,KRW,KRW
292,Cheil Worldwide,Korea,KR7030000004,media publishing,advertising — marketing — media — e—commerce,KRW,KRW
293,Korea Aerospace,Korea,KR7047810007,industrial,aerospace,KRW,KRW
294,Hyundai Mipo,Korea,KR7010620003,industrial,shipbuilding,KRW,KRW
295,Hyosung,Korea,KR7004800009,conglomerates,diversified conglomerates,KRW,KRW
296,KEPCO Engine,Korea,KR7052690005,industrial,power nuclear and heavy engineering,KRW,KRW
297,Hanwha Chemical,Korea,KR7009830001,chemicals,chemicals and petrochemicals,KRW,KRW
298,YoungPoong,Korea,KR7000670000,primary production,non—ferrous metals production and products,KRW,KRW
299,S1,Korea,KR7012750006,welfare and community,security products and services,KRW,KRW
300,Doosan Infra,Korea,KR7042670000,industrial,engines and heavy machinery,KRW,KRW
301,GS Retail,Korea,KR7007070006,consumer,diversified wholesale and retail,KRW,KRW
302,Hanwha,Korea,KR7000880005,conglomerates,diversified conglomerates,KRW,KRW
303,Hankook Tire,Korea,KR7000240002,vehicles,tire manufacturers,KRW,KRW
304,CJ Logistics,Korea,KR7000120006,transport,transport logistics and distribution,KRW,KRW
305,Yuhan,Korea,KR7000100008,healthcare,pharmaceuticals and biosciences,KRW,KRW
306,NH Investment,Korea,KR7005940002,services,financial services,KRW,KRW
307,LS,Korea,KR7006260004,electrical electronic,cables wires and transmission,KRW,KRW
308,Halla Hldgs,Korea,KR7060980000,vehicles,auto parts and components,KRW,KRW
309,Korea Inv,Korea,KR7071050009,services,financial services,KRW,KRW
310,Lotte Confect,Korea,KR7004990008,consumer,food manufacturers,KRW,KRW
311,Korean Air,Korea,KR7003490000,transport,airlines,KRW,KRW
312,Shinsegae,Korea,KR7004170007,consumer,diversified wholesale and retail,KRW,KRW
313,LS Industrial,Korea,KR7010120004,electrical electronic,electrical equipment,KRW,KRW
314,LG Innotek,Korea,KR7011070000,electrical electronic,electronic components,KRW,KRW
315,Hite Jinro,Korea,KR7000080002,consumer,beverage manufacturers,KRW,KRW
316,Lotte Chilsung,Korea,KR7005300009,consumer,beverage manufacturers,KRW,KRW
317,GS Engineering,Korea,KR7006360002,construction,construction — industrial and diversified,KRW,KRW
318,SK Networks,Korea,KR7001740000,conglomerates,diversified conglomerates,KRW,KRW
319,Kumho Tire,Korea,KR7073240004,vehicles,tire manufacturers,KRW,KRW
320,Hyundai DevCo,Korea,KR7012630000,construction,construction — industrial and diversified,KRW,KRW
321,Green Cross,Korea,KR7006280002,healthcare,pharmaceuticals and biosciences,KRW,KRW
322,Nongshim,Korea,KR7004370003,consumer,food manufacturers,KRW,KRW
323,Nexen Tire,Korea,KR7002350007,vehicles,tire manufacturers,KRW,KRW
325,Kolon Inds,Korea,KR7120110002,industrial,diversified industrial,KRW,KRW
326,Lock&Lock,Korea,KR7115390007,consumer,household appliances and hardware,KRW,KRW
327,Taekwang Ind,Korea,KR7003240009,chemicals,chemicals and petrochemicals,KRW,KRW
328,LG Intl,Korea,KR7001120005,conglomerates,diversified conglomerates,KRW,KRW
329,Lotte Fine Chem,Korea,KR7004000006,chemicals,chemicals and petrochemicals,KRW,KRW
330,Ssangyong Motor,Korea,KR7003620002,vehicles,car truck and bus manufacturers,KRW,KRW
331,Hanmi Pharm,Korea,KR7128940004,healthcare,pharmaceuticals and biosciences,KRW,KRW
332,LG Hausys,Korea,KR7108670001,industrial,building and construction materials,KRW,KRW
333,Ottogi,Korea,KR7007310006,consumer,food manufacturers,KRW,KRW
334,Daesang,Korea,KR7001680008,consumer,food manufacturers,KRW,KRW
335,SKC,Korea,KR7011790003,chemicals,specialist chemicals,KRW,KRW
336,Seah Besteel,Korea,KR7001430008,primary production,steel production and products,KRW,KRW
337,Elders,Australia,AU000000ELD6,primary production,agribusiness agriculture and fishing,AUD,AUD
338,Hyundai Elev,Korea,KR7017800004,industrial,industrial equipment and light machinery,KRW,KRW
339,SK Discovery,Korea,KR7006120000,chemicals,chemicals and petrochemicals,KRW,KRW
340,Binggrae,Korea,KR7005180005,consumer,food manufacturers,KRW,KRW
341,Integrated Res,Australia,AU000000IRI3,IT,software providers,AUD,AUD
342,Lotte Food,Korea,KR7002270007,consumer,food manufacturers,KRW,KRW
343,Huchems Fine,Korea,KR7069260008,chemicals,chemicals and petrochemicals,KRW,KRW
344,Hanjin Heavy,Korea,KR7097230007,industrial,shipbuilding,KRW,KRW
345,Chongkundang,Korea,KR7001630003,healthcare,pharmaceuticals and biosciences,KRW,KRW
346,Daewoong Pharma,Korea,KR7069620003,healthcare,pharmaceuticals and biosciences,KRW,KRW
347,Dongkuk Steel,Korea,KR7001230002,primary production,steel production and products,KRW,KRW
